"","Industry","ESG_Overall","Revenue","MarketCap","GrowthRate","WaterUsage","CarbonEmissions"
"1386","Technology",47.6,69126.9,354084,22,1277172.8,2128621.4
"1387","Technology",47.8,76569.4,504402.7,10.8,1391981.2,2319968.6
"1388","Technology",47,91780.1,578679.3,19.9,1674393.1,2790655.2
"1389","Healthcare",52.7,5300.4,8503.6,18.1,367564.3,367564.3
"1390","Healthcare",52.7,5622.5,9678.4,6.1,386278,386278
"1391","Healthcare",56.1,5958.7,12999.3,6,405343.2,405343.2
"1392","Healthcare",55.1,6299.4,8498.2,5.7,429117,429117
"1393","Utilities",64.2,1962.1,2134.4,13.8,805216.8,1288346.8
"1394","Utilities",65.3,1939,5282.6,-1.2,811763.8,1298822.1
"1395","Utilities",66.1,1622.5,1273.1,-16.3,660401.2,1056641.8
"1396","Utilities",67.3,1520.2,5970.1,-6.3,617814.9,988503.8
"1397","Utilities",33.9,2993.9,6222.1,1.7,1269968.7,2031949.8
"1398","Utilities",33.4,2908.2,4863.6,-2.9,1238938.1,1982300.9
"1399","Utilities",35.5,3095.4,5030.1,6.4,1254104.9,2006567.8
"1400","Utilities",35.8,2727.1,3965.8,-11.9,1098489.6,1757583.4
"1401","Utilities",61.3,415.1,416.9,-9.5,198968.3,318349.3
"1402","Utilities",63,380.5,498.8,-8.4,183301.6,293282.5
"1403","Utilities",60.7,360.1,358.2,-5.4,175977.1,281563.3
"1404","Utilities",60.2,335.2,361.6,-6.9,165624.1,264998.6
"1405","Finance",61.8,3064.1,7407.3,-4.1,17137.1,34274.1
"1406","Finance",62.6,2693.8,4073.9,-12.1,14698.7,29397.4
"1407","Finance",62.7,2634,4571.7,-2.2,14345.6,28691.2
"1408","Finance",64.4,2484.9,5355.4,-5.7,13603.1,27206.2
"1409","Finance",95.3,4224.6,18341.3,13.6,21400.2,42800.4
"1410","Finance",94.9,4945.8,24331.3,17.1,24728.9,49457.8
"1411","Finance",94.3,5644.9,28771.9,14.1,28916.9,57833.8
"1412","Finance",93.9,6181.2,27000.8,9.5,31411,62822
"1413","Manufacturing",55.4,1717.7,5984.3,-12,614218.3,460663.7
"1414","Manufacturing",53.8,1855.9,6033.9,8,665195.7,498896.8
"1415","Manufacturing",51.7,1839.9,2396.4,-0.9,659218.9,494414.1
"1416","Manufacturing",51.1,2071.6,9809.5,12.6,735874,551905.5
"1417","Technology",83,63816.7,382909.5,8.9,995375.6,1658959.4
"1418","Technology",86.2,73014.9,296783.9,14.4,1130397.8,1883996.3
"1419","Technology",88.3,76755.4,291252.9,5.1,1151331.1,1918885.1
"1420","Technology",87.6,83356.1,490286.1,8.6,1250341.8,2083903
"1421","Consumer Goods",68.6,1427.6,3929.6,8.8,232229,185783.2
"1422","Consumer Goods",68.4,1441.1,3259.5,0.9,239672.2,191737.8
"1423","Consumer Goods",68.2,1409.7,5387.8,-2.2,228825.1,183060
"1424","Consumer Goods",68.3,1345.2,2977.3,-4.6,216647.3,173317.9
"1425","Transportation",63.6,2680.8,8266.3,10.8,254105.8,1524634.6
"1426","Transportation",61.9,2924.1,3326.8,9.1,282537.2,1695223
"1427","Transportation",62.6,3449.5,4872.2,18,328960.5,1973763.2
"1428","Transportation",65.5,3721.9,3194.5,7.9,344409.3,2066455.7
"1429","Utilities",49.5,1713.7,1311.8,-2.8,804373.6,1286997.8
"1430","Utilities",50.3,1654.8,1812.7,-3.4,795579.3,1272926.9
"1431","Utilities",52,1600,1632.7,-3.3,763103.5,1220965.6
"1432","Utilities",52.4,1570.5,1833.2,-1.8,742673.5,1188277.6
"1433","Consumer Goods",29.8,1323.1,2915.1,6.3,367474.8,293979.8
"1434","Consumer Goods",30.2,1403.2,2070.9,6.1,387013.5,309610.8
"1435","Consumer Goods",29.1,1274,1333.6,-9.2,356050.4,284840.3
"1436","Consumer Goods",28.1,1422.8,1750.3,11.7,405263.5,324210.8
"1437","Retail",53.8,704.7,2922.4,-1.6,32584.2,65168.3
"1438","Retail",56.5,782.3,1365.2,11,35071.5,70142.9
"1439","Retail",59.1,841.7,1000.5,7.6,36888.8,73777.6
"1440","Retail",61.2,857.4,475.3,1.9,35838.6,71677.3
"1441","Energy",61.1,6748,30579.6,6.4,2044424.7,6814748.8
"1442","Energy",60.5,6634.5,25243.8,-1.7,1982759.4,6609197.9
"1443","Energy",60.2,7247.9,12018.8,9.2,2175383.2,7251277.2
"1444","Energy",60.3,7391.5,17772.5,2,2226388.4,7421294.7
"1445","Technology",41.1,3623.7,20538.4,9.5,54354.9,90591.4
"1446","Technology",41.1,3917.8,16423.2,8.1,58767.4,97945.6
"1447","Technology",41,4650.3,19903.6,18.7,70902,118169.9
"1448","Technology",41.4,4837.3,33614.6,4,72559.6,120932.6
"1449","Manufacturing",54.1,1385.3,276.3,15.2,551149,413361.8
"1450","Manufacturing",54.3,1529.4,969.4,10.4,594237.3,445678
"1451","Manufacturing",54.4,1480.5,869,-3.2,575075.1,431306.4
"1452","Manufacturing",53,1489.9,1734.1,0.6,586908.7,440181.5
"1453","Utilities",62.4,700.4,1232.2,-6.3,397621.4,636194.2
"1454","Utilities",63.2,723.3,996.1,3.3,414333.7,662933.9
"1455","Utilities",62.1,648.8,844.6,-10.3,376818.9,602910.2
"1456","Utilities",64.2,648.9,1128.9,0,369095.9,590553.5
"1457","Retail",65.3,2154.4,2271.9,-4.8,68942.6,137885.1
"1458","Retail",67.9,2441.3,2260,13.3,75030.3,150060.7
"1459","Retail",67.1,2794.1,2160.7,14.4,86190.8,172381.5
"1460","Retail",67.8,2817.8,1947.7,0.8,84973.3,169946.7
"1461","Manufacturing",23.2,962.7,949.7,-3.6,383735.1,287801.3
"1462","Manufacturing",23,922.4,1027.5,-4.2,364064.5,273048.4
"1463","Manufacturing",22.7,819.8,1025.2,-11.1,322013,241509.7
"1464","Manufacturing",24.8,827.4,1178.3,0.9,313353.7,235015.3
"1465","Utilities",67.4,1084.6,1067.4,3.3,402735.8,644377.2
"1466","Utilities",67.7,986.2,1428.5,-9.1,372998.5,596797.5
"1467","Utilities",68.5,1064.7,1041.3,8,407811.5,652498.3
"1468","Utilities",71.1,1016.1,1261.4,-4.6,387693.9,620310.3
"1469","Finance",80,4427.3,17392.7,11.3,22978.2,45956.5
"1470","Finance",82.2,4688.1,10876.8,5.9,23440.7,46881.3
"1471","Finance",82.4,4964.6,18643.9,5.9,25004.9,50009.8
"1472","Finance",83,5197.5,8868.6,4.7,25987.4,51974.8
"1473","Utilities",65,1359.9,354,18.1,736516.6,1178426.6
"1474","Utilities",64.8,1443,313.9,6.1,770125.1,1232200.2
"1475","Utilities",67.1,1459,436.7,1.1,756209.3,1209934.9
"1476","Utilities",67.6,1529.3,855.4,4.8,788519.4,1261631.1
"1477","Technology",58.1,5373.7,8625.2,20.2,80604.8,134341.4
"1478","Technology",59.7,6108.3,8434.8,13.7,91624.2,152707
"1479","Technology",60.1,7547.5,14888.9,23.6,115206.4,192010.7
"1480","Technology",62.2,7425.1,12440.4,-1.6,112159.7,186932.8
"1481","Retail",45.1,1085.1,1882.9,7.7,38079.7,76159.4
"1482","Retail",45.7,1125.2,2134.7,3.7,39762.3,79524.7
"1483","Retail",47.4,1151.7,3862.5,2.4,39687.9,79375.8
"1484","Retail",47.8,1164.2,3144.4,1.1,39874.7,79749.4
"1485","Energy",60,12296.4,40471.7,11.8,3002502.9,10008343.1
"1486","Energy",60.9,15362.4,29236.9,24.9,3737153.3,12457177.7
"1487","Energy",63,18440.5,19628,20,4441954.2,14806514.2
"1488","Energy",64.2,22416.1,33517.9,21.6,5269310.8,17564369.4
"1489","Energy",51.2,9748.5,29528.2,-5.7,2511283.8,8370945.9
"1490","Energy",51.1,11496.4,44606.4,17.9,3089930,10299766.8
"1491","Energy",51.2,12594.6,19184.1,9.6,3347311.2,11157704.2
"1492","Energy",53.8,16525.4,28249.6,31.2,4174733.6,13915778.5
"1493","Healthcare",24.9,9127.3,27429.9,1.7,791709.9,791709.9
"1494","Healthcare",25.2,10508.6,61850.7,15.1,905251.3,905251.3
"1495","Healthcare",24.5,9095.3,59902,-13.4,768548.8,768548.8
"1496","Healthcare",23.8,10380.2,34549.2,14.1,892862.8,892862.8
"1497","Transportation",19.3,357.3,112.8,-10.9,40705,244230.3
"1498","Transportation",19.9,381.1,104.9,6.7,43474.4,260846.2
"1499","Transportation",19.2,346.8,76.8,-9,39371,236225.9
"1500","Transportation",20,329.2,163.1,-5.1,37030,222180.3
"1501","Technology",90.5,1712,5542.1,9.3,27467.2,45778.7
"1502","Technology",91,1768.8,5648.9,3.3,27447.8,45746.3
"1503","Technology",90,1716.2,7542.1,-3,27248.8,45414.7
"1504","Technology",88.9,1559.1,4393.4,-9.2,25667.3,42778.8
"1505","Consumer Goods",48.9,4775.1,9647.4,7.4,981211.2,784969
"1506","Consumer Goods",49.4,4861.3,16963,1.8,969934.2,775947.4
"1507","Consumer Goods",50.1,4952.3,10664.8,1.9,1006438,805150.4
"1508","Consumer Goods",49.9,5860.2,17085.5,18.3,1210789,968631.2
"1509","Technology",92.2,2019.5,21034.6,5.9,35998.3,59997.2
"1510","Technology",93.7,2121.9,23371.5,5.1,36194.1,60323.5
"1511","Technology",93.9,2533.5,25797.6,19.4,43006.1,71676.8
"1512","Technology",95.3,2554.2,27445.4,0.8,42983.5,71639.1
"1513","Manufacturing",45.1,3422.5,4066.2,3.6,1206359.4,904769.5
"1514","Manufacturing",46.4,3558.7,4661.4,4,1243970.4,932977.8
"1515","Manufacturing",49.6,3581.8,3022.6,0.6,1228832.4,921624.3
"1516","Manufacturing",49,3822.5,2227.4,6.7,1338526.8,1003895.1
"1517","Retail",91.4,597.1,800.4,9.9,17510.9,35021.9
"1518","Retail",92.3,681.7,668.2,14.2,20016.9,40033.8
"1519","Retail",92.1,750.5,924.4,10.1,21879.4,43758.9
"1520","Retail",94.5,741.5,1094.5,-1.2,20718.5,41437
"1521","Utilities",54.2,2755,1369.6,2,1535433.5,2456693.5
"1522","Utilities",54.7,2772.3,1297.7,0.6,1533842.9,2454148.6
"1523","Utilities",55.3,2902,1129.6,4.7,1602954.8,2564727.7
"1524","Utilities",56.1,3331.7,1106.8,14.8,1810349.8,2896559.6
"1525","Energy",63.6,5224.6,204.5,-3.1,1007242.3,3357474.4
"1526","Energy",64.6,5323.6,7926.3,1.9,1006336.4,3354454.6
"1527","Energy",64.8,5539.4,7555.9,4.1,1045277,3484256.8
"1528","Energy",64.5,5288.1,11729.2,-4.5,975210.9,3250703
"1529","Energy",23.5,4488.7,37244.5,5.6,1448456.9,4828189.6
"1530","Energy",24.2,4681.1,19984.7,4.3,1481304.1,4937680.3
"1531","Energy",26,5447.8,19906.9,16.4,1700824.7,5669415.7
"1532","Energy",27,6635.9,30948.4,21.8,2065553.7,6885179
"1533","Healthcare",58,10129.2,19430,7.1,753114.8,753114.8
"1534","Healthcare",59.2,11026.7,29015.6,8.9,828433.9,828433.9
"1535","Healthcare",59.6,11954.8,18848.4,8.4,902590.4,902590.4
"1536","Healthcare",58.4,13370.6,20947.8,11.8,1036644.6,1036644.6
"1537","Transportation",32.5,431.5,61.1,2,47041.4,282248.2
"1538","Transportation",32.9,345.1,205.5,-20,37988.2,227929.1
"1539","Transportation",34.4,278.6,155.4,-19.3,29693.7,178162.2
"1540","Transportation",34,238.8,81.4,-14.3,25191.8,151151.1
"1541","Utilities",59.7,2367.8,1286.1,2.8,818235.1,1309176.2
"1542","Utilities",61.6,2582.1,1993.1,9.1,896517.7,1434428.3
"1543","Utilities",60.4,2489.5,1315.1,-3.6,882391.3,1411826.1
"1544","Utilities",61.4,2271.1,1677.1,-8.8,794689.5,1271503.2
"1545","Consumer Goods",58.1,1410.6,2798,-1.4,347876.4,278301.1
"1546","Consumer Goods",60.5,1687.8,4335.5,19.7,401966.7,321573.3
"1547","Consumer Goods",61.4,1946.4,4532.7,15.3,457169.2,365735.4
"1548","Consumer Goods",63,2262.7,3795.8,16.2,524945.4,419956.3
"1549","Manufacturing",51.5,788.2,599.2,3,218740.6,164055.4
"1550","Manufacturing",51.7,810.9,1307.8,2.9,221818.9,166364.2
"1551","Manufacturing",53.2,646,276.6,-20.3,174369.3,130777
"1552","Manufacturing",53.8,729.1,632.3,12.9,198026,148519.5
"1553","Energy",30.6,6800.4,11800.4,13.5,2097537.4,6991791.5
"1554","Energy",31.5,6186.3,9807.6,-9,1897180.6,6323935.2
"1555","Energy",32.6,6289.9,4432.5,1.7,1882998.2,6276660.6
"1556","Energy",31.7,6861.1,3565.4,9.1,2049252.8,6830842.7
"1557","Energy",28,2735.4,15818.3,-34.5,828307.1,2761023.7
"1558","Energy",26.6,2412.9,19854.9,-11.8,734097.4,2446991.3
"1559","Energy",27.8,2378.3,13700.4,-1.4,727952,2426506.7
"1560","Energy",28.5,2226.6,15051.4,-6.4,695092,2316973.5
"1561","Retail",47,954.7,328.6,4.8,44348.2,88696.4
"1562","Retail",47.3,949.8,201.6,-0.5,43684.3,87368.7
"1563","Retail",46.2,999.4,3846.3,5.2,45773.9,91547.8
"1564","Retail",45.7,937.4,4483.7,-6.2,42639.1,85278.3
"1565","Consumer Goods",27.3,2134.9,5779.6,10.2,563574.5,450859.6
"1566","Consumer Goods",27,2110.6,5764.8,-1.1,548002.1,438401.6
"1567","Consumer Goods",27.5,2201.6,3665.9,4.3,570387.6,456310.1
"1568","Consumer Goods",27,2418.7,5345,9.9,629673.9,503739.1
"1569","Transportation",79.3,842.7,589.8,20.4,52336.6,314019.5
"1570","Transportation",79.5,1008.6,166.7,19.7,63358.2,380149.3
"1571","Transportation",80.3,1087.5,894.1,7.8,66069.4,396416.7
"1572","Transportation",81.2,1186.3,110.9,9.1,71359.1,428154.4
"1573","Transportation",52.3,2148.2,459.3,9.5,212901.8,1277410.6
"1574","Transportation",52.8,2378.9,836.8,10.7,232561.7,1395370.3
"1575","Transportation",56.3,2560.9,8662.7,7.7,241647.6,1449885.7
"1576","Transportation",52.8,2782.3,869.2,8.6,269479.7,1616878.3
"1577","Consumer Goods",48.2,2494.3,4706.7,13,581471.1,465176.9
"1578","Consumer Goods",48.5,2646.9,7138.5,6.1,620471.3,496377
"1579","Consumer Goods",50.8,2758.2,4711.8,4.2,637439.1,509951.3
"1580","Consumer Goods",52.3,2617.7,6704.2,-5.1,596720,477376
"1581","Finance",77.8,15487.3,23594.6,-1.1,78354.4,156708.8
"1582","Finance",77.7,17665.3,19090.7,14.1,88735.4,177470.8
"1583","Finance",78.4,17679.5,23610.5,0.1,88906.2,177812.4
"1584","Finance",79.6,19407.2,58837.5,9.8,97036,194072
"1585","Consumer Goods",35.1,6398.2,13240.6,23.1,1493210.2,1194568.1
"1586","Consumer Goods",35.3,6950.2,11791.9,8.6,1609113.5,1287290.8
"1587","Consumer Goods",36,8371.2,15512.8,20.4,1873852.3,1499081.8
"1588","Consumer Goods",37.5,8082.2,7301.8,-3.5,1763269.3,1410615.5
"1589","Finance",69.5,1551.7,1542.5,15.4,7758.7,15517.3
"1590","Finance",68.9,1566.5,2884,1,7832.5,15665
"1591","Finance",68.6,1888.3,2874.8,20.5,9441.3,18882.6
"1592","Finance",66.7,2143.1,1456.4,13.5,11047.6,22095.3
"1593","Energy",63.7,19872.1,27484.9,22.7,4741382.9,15804609.5
"1594","Energy",65.8,23741.3,76993.6,19.5,5532074.4,18440248
"1595","Energy",66,26706.2,112765.2,12.5,6332577.1,21108590.3
"1596","Energy",67.7,29065.2,128495.8,8.8,6755103.7,22517012.4
"1597","Manufacturing",46.6,704.3,1070.8,-12.9,186235.2,139676.4
"1598","Manufacturing",49.2,702.9,1949.1,-0.2,190219.4,142664.6
"1599","Manufacturing",49.7,667.5,925.8,-5,178474.3,133855.7
"1600","Manufacturing",49.7,556.7,2278.5,-16.6,145043.8,108782.9
"1601","Energy",63.6,3580.9,1072.6,0.4,850802.3,2836007.6
"1602","Energy",64.3,3190,2620,-10.9,738799.1,2462663.6
"1603","Energy",62.8,2834.1,1804.5,-11.2,657999.5,2193331.6
"1604","Energy",65.7,2644.6,2465.7,-6.7,590530,1968433.4
"1605","Technology",29.8,1621.4,11078.6,-9.3,52533.2,87555.4
"1606","Technology",31.7,1634.5,7760,0.8,52578,87630
"1607","Technology",31.2,1674.9,10204.9,2.5,54161.1,90268.5
"1608","Technology",31.6,1996.2,12282.7,19.2,65070.2,108450.4
"1609","Retail",56.2,5918.6,24611.9,21.6,192174.3,384348.5
"1610","Retail",58.9,6951.8,20035.6,17.5,219198.9,438397.7
"1611","Retail",58.4,9463.7,40775.7,36.1,293479.9,586959.8
"1612","Retail",58.5,10010.2,24156.3,5.8,311099.6,622199.3
"1613","Healthcare",53.3,2690.6,1147.3,-3.3,198566.2,198566.2
"1614","Healthcare",53.6,2788,495.7,3.6,203883.2,203883.2
"1615","Healthcare",55.5,3403.4,2544.7,22.1,242233.7,242233.7
"1616","Healthcare",55.3,3916.2,250.5,15.1,277109.4,277109.4
"1617","Finance",88.1,3698.2,6414,9.8,19254.7,38509.3
"1618","Finance",88.6,3723.5,11137.3,0.7,19428.2,38856.3
"1619","Finance",89.9,3704.4,5514.1,-0.5,19033,38066.1
"1620","Finance",90.5,3483.4,4404,-6,17417.1,34834.2
"1621","Utilities",48.9,406.1,727,-2.6,140769.3,225230.8
"1622","Utilities",50.2,407,591.5,0.2,140758.8,225214.1
"1623","Utilities",52.5,427,645.8,4.9,146825.1,234920.2
"1624","Utilities",53.7,396.1,449.1,-7.2,136414.6,218263.4
"1625","Healthcare",62.7,516.2,1005.9,2.9,34356.6,34356.6
"1626","Healthcare",64.4,538,1776.3,4.2,35228.5,35228.5
"1627","Healthcare",67.9,572.4,1815.6,6.4,36348.6,36348.6
"1628","Healthcare",69.2,538.8,1320.4,-5.9,33271.9,33271.9
"1629","Retail",68.1,1458.6,1174.7,13,42908,85816
"1630","Retail",69.4,1534.9,2001.5,5.2,44414.6,88829.1
"1631","Retail",70.8,1546.6,1550.3,0.8,43680.8,87361.5
"1632","Retail",72.3,1657.9,1374.4,7.2,47126.4,94252.9
"1633","Healthcare",60.6,36187.7,54225.8,15.1,2802630,2802630
"1634","Healthcare",59.5,40903,84888,13,3201954.1,3201954.1
"1635","Healthcare",59.8,46604.1,94690.5,13.9,3664251.4,3664251.4
"1636","Healthcare",59.2,51738.7,118627.9,11,4048560.3,4048560.3
"1637","Manufacturing",32.2,3356.3,4970.5,5.9,1349898.4,1012423.8
"1638","Manufacturing",32.6,3193.2,8421.4,-4.9,1268052.4,951039.3
"1639","Manufacturing",32.6,3069.2,8330.8,-3.9,1208095.3,906071.4
"1640","Manufacturing",34.7,3396.4,7739,10.7,1294586.4,970939.8
"1641","Healthcare",59.9,6352,13451.5,22,425867.2,425867.2
"1642","Healthcare",60.9,7509.2,22540.1,18.2,497097.1,497097.1
"1643","Healthcare",60.9,9464.3,42561.8,26,634030.5,634030.5
"1644","Healthcare",61.3,11175.9,28808.1,18.1,750190,750190
"1645","Energy",43.5,21248.3,43792.8,20.5,6413944.1,21379813.8
"1646","Energy",42.6,23588.1,21700.6,11,7156080.4,23853601.4
"1647","Energy",45.8,29722.3,21023.7,26,8940321.6,29801071.9
"1648","Energy",46.7,36923.4,27674.1,24.2,10810014,36033380
"1649","Consumer Goods",67.9,2684.9,6791.6,32.8,589701.4,471761.1
"1650","Consumer Goods",71.1,3022.7,5845.3,12.6,647996.1,518396.9
"1651","Consumer Goods",71.2,3179.3,6923,5.2,680755.5,544604.4
"1652","Consumer Goods",73.9,3700.7,5696.2,16.4,770000.8,616000.7
"1653","Retail",60.8,342,46.2,2.7,12500.8,25001.6
"1654","Retail",60.9,382,48.7,11.7,14017.9,28035.8
"1655","Retail",62.6,358.2,55.9,-6.2,13001.7,26003.4
"1656","Retail",62.9,361.2,15.7,0.8,13329.9,26659.8
"1657","Energy",47.5,2330.1,501.1,10.2,670477.8,2234926.2
"1658","Energy",48.8,2303.2,6721.6,-1.2,638550.6,2128502.1
"1659","Energy",49.7,2297.5,10021.4,-0.2,623353.6,2077845.3
"1660","Energy",51.7,2136.9,2158.3,-7,569152.5,1897174.9
"1661","Healthcare",58,2920.7,1575.1,21.3,217881.3,217881.3
"1662","Healthcare",59.6,3018.4,4357.1,3.3,215336.8,215336.8
"1663","Healthcare",61.6,3038.4,914.3,0.7,211486.1,211486.1
"1664","Healthcare",62.6,3075,4416.8,1.2,207429.2,207429.2
"1665","Transportation",21.3,348.1,494.3,2.7,36241.7,217450.2
"1666","Transportation",22.3,430.5,420.1,23.7,44090.1,264540.5
"1667","Transportation",25.6,552.1,574.4,28.2,54869.9,329219.5
"1668","Transportation",28,568,469.4,2.9,56538.9,339233.2
"1669","Manufacturing",67.4,917.2,835,-4.4,319668.4,239751.3
"1670","Manufacturing",67.6,868.2,725.6,-5.3,307427.5,230570.6
"1671","Manufacturing",68.2,818.6,887.5,-5.7,285941.9,214456.4
"1672","Manufacturing",69.7,823.4,983.9,0.6,283243.4,212432.6
"1673","Healthcare",50,2532.7,539.3,0.9,265685.1,265685.1
"1674","Healthcare",50.4,2641.5,1370.9,4.3,270022.6,270022.6
"1675","Healthcare",51.5,2548.2,10868.2,-3.5,259053.6,259053.6
"1676","Healthcare",52.2,2997.5,70.4,17.6,305034.4,305034.4
"1677","Manufacturing",46.3,2502.9,4599.3,26.8,586611.9,439958.9
"1678","Manufacturing",45.8,2571.1,2848,2.7,601945.4,451459.1
"1679","Manufacturing",48,2845.1,3854.4,10.7,656602.5,492451.9
"1680","Manufacturing",47.1,2800.7,2268.7,-1.6,646826.8,485120.1
"1681","Retail",74.7,1286.6,434.9,5.1,46519.3,93038.7
"1682","Retail",77.8,1235.8,769.6,-3.9,43477.9,86955.9
"1683","Retail",79.4,1349.3,1066.7,9.2,46234.4,92468.8
"1684","Retail",82.8,1338.1,1395.9,-0.8,43396.7,86793.3
"1685","Energy",80.3,2924.9,1205.8,-15.6,559016.2,1863387.4
"1686","Energy",82.7,2482.6,2041.4,-15.1,465897.4,1552991.4
"1687","Energy",83.3,2285.2,1288.6,-7.9,431423.2,1438077.5
"1688","Energy",86.9,2179.4,9449.6,-4.6,383502.9,1278342.8
"1689","Healthcare",66,5446.1,15796.5,-0.7,386172.6,386172.6
"1690","Healthcare",66.3,5495.1,12211,0.9,383286.1,383286.1
"1691","Healthcare",65.6,5428.1,6855.1,-1.2,376617.8,376617.8
"1692","Healthcare",66.5,5007.2,9783.9,-7.8,348300.8,348300.8
"1693","Finance",87.6,17045.1,33582.7,12.5,85763.5,171526.9
"1694","Finance",87.3,18070.7,23260.2,6,90353.3,180706.6
"1695","Finance",88,20623.8,35443.5,14.1,103119,206237.9
"1696","Finance",89.1,25165.4,34369.4,22,125826.9,251653.8
"1697","Consumer Goods",63.6,4656.5,8156.5,8.8,609289.3,487431.5
"1698","Consumer Goods",64.1,4636.5,9906.1,-0.4,613592,490873.6
"1699","Consumer Goods",62.2,5035.5,16900.4,8.6,692568,554054.4
"1700","Consumer Goods",63.6,4585.4,15935.7,-8.9,636695.3,509356.3
"1701","Transportation",29.8,1861.4,4087.2,23.7,165877.9,995267.3
"1702","Transportation",33.3,2085.1,7220.4,12,179703.7,1078222.2
"1703","Transportation",33,2370.1,7488.3,13.7,201906.5,1211438.8
"1704","Transportation",33.5,2326.8,10025.3,-1.8,194251.1,1165506.5
"1705","Manufacturing",45.1,1027.6,1469.7,5.4,411071.3,308303.4
"1706","Manufacturing",43.9,1041.6,1641.3,1.4,424276.2,318207.1
"1707","Manufacturing",45.2,1029.8,2057.9,-1.1,413374.6,310031
"1708","Manufacturing",45.6,1094.7,1813.5,6.3,428379.7,321284.8
"1709","Manufacturing",65.8,5229.1,6252.6,2.6,1379963.5,1034972.6
"1710","Manufacturing",67.3,5931.4,13125.6,13.4,1508863.7,1131647.8
"1711","Manufacturing",69.6,6125.5,25935.4,3.3,1479744.1,1109808.1
"1712","Manufacturing",70.5,6717.6,25218.4,9.7,1646329.4,1234747
"1713","Finance",83.3,787.5,784.2,-2.3,3937.6,7875.3
"1714","Finance",82.7,748,578.1,-5,3759.3,7518.6
"1715","Finance",82.3,707,1048.8,-5.5,3599.1,7198.2
"1716","Finance",82.8,678.3,1075.3,-4.1,3488.1,6976.2
"1717","Healthcare",74.1,13429.3,24846.5,23.5,772612.7,772612.7
"1718","Healthcare",74.5,15594.9,18129.7,16.1,897688.7,897688.7
"1719","Healthcare",74.7,17661.9,19682.9,13.3,1018174.3,1018174.3
"1720","Healthcare",75.6,21277.3,21502.3,20.5,1223167.2,1223167.2
"1721","Consumer Goods",73.5,765.8,1597.4,16.5,153022.5,122418
"1722","Consumer Goods",72.6,847.8,1705.5,10.7,166173.8,132939.1
"1723","Consumer Goods",74.9,1051.6,1986.5,24,200673.7,160539
"1724","Consumer Goods",74.7,1189.8,4082.3,13.1,220733.5,176586.8
"1725","Technology",70.8,476.2,1623,2.4,10552.6,17587.6
"1726","Technology",70.6,555.8,4002.2,16.7,12333.2,20555.3
"1727","Technology",70.3,602.9,4917.6,8.5,13093.3,21822.1
"1728","Technology",71.4,681,3619.8,13,14595.6,24326
"1729","Retail",40.7,7662.9,18447.1,12.8,348388.3,696776.6
"1730","Retail",38.9,9507,23648.7,24.1,437892.4,875784.7
"1731","Retail",39.5,10802,21710.8,13.6,498132.9,996265.8
"1732","Retail",39.4,12701.6,23639.6,17.6,590529.3,1181058.6
"1733","Transportation",54,745.1,1161.8,14.8,72206.2,433237.5
"1734","Transportation",56.4,840.4,581.9,12.8,78774.6,472647.4
"1735","Transportation",56.4,1040.2,692.9,23.8,97384.2,584305.4
"1736","Transportation",57,1054.4,117.9,1.4,98130.8,588784.7
"1737","Retail",24.7,2208.7,5581.7,16.6,96733.4,193466.7
"1738","Retail",25.6,2610.1,6018.3,18.2,113158.2,226316.4
"1739","Retail",25.6,2807.4,5398.5,7.6,121887.9,243775.8
"1740","Retail",24.9,3007.8,11382.1,7.1,129572.9,259145.9
"1741","Finance",63.9,2375.5,4424.1,7.2,12441.6,24883.1
"1742","Finance",65,2392.8,6405.9,0.7,12119,24238
"1743","Finance",66.8,2509,4622.3,4.9,12594.1,25188.2
"1744","Finance",64.4,2579.4,5888.9,2.8,13472.8,26945.5
"1745","Technology",53.3,1021.6,5887.5,6.9,21597.9,35996.5
